id, name, email, major
4903,student4903,student4903@test.com,ENGLISH
4904,student4904,student4904@test.com,PSY
4905,student4905,student4905@test.com,EGR
4906,student4906,student4906@test.com,GERMAN
4907,student4907,student4907@test.com,NEUROSCI
4908,student4908,student4908@test.com,COMPSCI
4909,student4909,student4909@test.com,ECE
4910,student4910,student4910@test.com,PHYSICS
4911,student4911,student4911@test.com,EVANTH
4912,student4912,student4912@test.com,RELIGION
4913,student4913,student4913@test.com,ECE
4914,student4914,student4914@test.com,BIOLOGY
4915,student4915,student4915@test.com,PHIL
4916,student4916,student4916@test.com,EVANTH
4917,student4917,student4917@test.com,GERMAN
4918,student4918,student4918@test.com,PSY
4919,student4919,student4919@test.com,STA
4920,student4920,student4920@test.com,EDUC
4921,student4921,student4921@test.com,COMPSCI
4922,student4922,student4922@test.com,BIOLOGY
4923,student4923,student4923@test.com,MGRECON
4924,student4924,student4924@test.com,SPANISH
4925,student4925,student4925@test.com,STA
4926,student4926,student4926@test.com,STA
4927,student4927,student4927@test.com,NEUROSCI
4928,student4928,student4928@test.com,PHYSICS
4929,student4929,student4929@test.com,HISTORY
4930,student4930,student4930@test.com,ECON
4931,student4931,student4931@test.com,MUSIC
4932,student4932,student4932@test.com,BME
4933,student4933,student4933@test.com,NEUROSCI
4934,student4934,student4934@test.com,RELIGION
4935,student4935,student4935@test.com,STA
4936,student4936,student4936@test.com,COMPSCI
4937,student4937,student4937@test.com,CULANTH
4938,student4938,student4938@test.com,GLHLTH
4939,student4939,student4939@test.com,BIOLOGY
4940,student4940,student4940@test.com,CULANTH
4941,student4941,student4941@test.com,BIOLOGY
4942,student4942,student4942@test.com,BIOLOGY
4943,student4943,student4943@test.com,RELIGION
4944,student4944,student4944@test.com,CHINESE
4945,student4945,student4945@test.com,PHYSICS
4946,student4946,student4946@test.com,RELIGION
4947,student4947,student4947@test.com,STA
4948,student4948,student4948@test.com,ECON
4949,student4949,student4949@test.com,SPANISH
4950,student4950,student4950@test.com,BME
4951,student4951,student4951@test.com,BIOCHEM
4952,student4952,student4952@test.com,BIOLOGY
4953,student4953,student4953@test.com,CULANTH
4954,student4954,student4954@test.com,CULANTH
4955,student4955,student4955@test.com,STA
4956,student4956,student4956@test.com,MUSIC
4957,student4957,student4957@test.com,ARABIC
4958,student4958,student4958@test.com,ENGLISH
4959,student4959,student4959@test.com,EDUC
4960,student4960,student4960@test.com,CHINESE
4961,student4961,student4961@test.com,EGR
4962,student4962,student4962@test.com,HISTORY
4963,student4963,student4963@test.com,SPANISH
4964,student4964,student4964@test.com,CHEM
4965,student4965,student4965@test.com,ARTHIST
4966,student4966,student4966@test.com,NEUROSCI
4967,student4967,student4967@test.com,ARTHIST
4968,student4968,student4968@test.com,COMPSCI
4969,student4969,student4969@test.com,BME
4970,student4970,student4970@test.com,PSY
4971,student4971,student4971@test.com,PHIL
4972,student4972,student4972@test.com,HISTORY
4973,student4973,student4973@test.com,GERMAN
4974,student4974,student4974@test.com,PHIL
4975,student4975,student4975@test.com,ARABIC
4976,student4976,student4976@test.com,COMPSCI
4977,student4977,student4977@test.com,PUBPOL
4978,student4978,student4978@test.com,STA
4979,student4979,student4979@test.com,ECE
4980,student4980,student4980@test.com,SPANISH
4981,student4981,student4981@test.com,CHINESE
4982,student4982,student4982@test.com,MUSIC
4983,student4983,student4983@test.com,PPE
4984,student4984,student4984@test.com,EVANTH
4985,student4985,student4985@test.com,ECE
4986,student4986,student4986@test.com,MUSIC
4987,student4987,student4987@test.com,BIOLOGY
4988,student4988,student4988@test.com,PHIL
4989,student4989,student4989@test.com,CULANTH
4990,student4990,student4990@test.com,BIOLOGY
4991,student4991,student4991@test.com,EVANTH
4992,student4992,student4992@test.com,GLHLTH
4993,student4993,student4993@test.com,PSY
4994,student4994,student4994@test.com,ARTHIST
4995,student4995,student4995@test.com,COMPSCI
4996,student4996,student4996@test.com,ARABIC
4997,student4997,student4997@test.com,PHYSICS
4998,student4998,student4998@test.com,MGRECON
4999,student4999,student4999@test.com,ARABIC
5000,student5000,student5000@test.com,ENGLISH
5001,student5001,student5001@test.com,PHIL
5002,student5002,student5002@test.com,PHYSICS
5003,student5003,student5003@test.com,BIOCHEM
5004,student5004,student5004@test.com,MUSIC
5005,student5005,student5005@test.com,PSY
5006,student5006,student5006@test.com,FRENCH
5007,student5007,student5007@test.com,NEUROSCI
5008,student5008,student5008@test.com,GERMAN
5009,student5009,student5009@test.com,PPE
5010,student5010,student5010@test.com,GERMAN
5011,student5011,student5011@test.com,EVANTH
5012,student5012,student5012@test.com,ARTHIST
5013,student5013,student5013@test.com,CULANTH
5014,student5014,student5014@test.com,BIOCHEM
5015,student5015,student5015@test.com,GERMAN
5016,student5016,student5016@test.com,MATH
5017,student5017,student5017@test.com,SPANISH
5018,student5018,student5018@test.com,BIOLOGY
5019,student5019,student5019@test.com,EDUC
5020,student5020,student5020@test.com,ENGLISH
5021,student5021,student5021@test.com,GERMAN
5022,student5022,student5022@test.com,ARTHIST
5023,student5023,student5023@test.com,MGRECON
5024,student5024,student5024@test.com,ARABIC
5025,student5025,student5025@test.com,ECE
5026,student5026,student5026@test.com,ARABIC
5027,student5027,student5027@test.com,STA
5028,student5028,student5028@test.com,GLHLTH
5029,student5029,student5029@test.com,BIOLOGY
5030,student5030,student5030@test.com,PHYSICS
5031,student5031,student5031@test.com,EDUC
5032,student5032,student5032@test.com,BIOLOGY
5033,student5033,student5033@test.com,EVANTH
5034,student5034,student5034@test.com,PSY
5035,student5035,student5035@test.com,ECON
5036,student5036,student5036@test.com,EVANTH
5037,student5037,student5037@test.com,PPE
5038,student5038,student5038@test.com,FRENCH
5039,student5039,student5039@test.com,MGRECON
5040,student5040,student5040@test.com,CHEM
5041,student5041,student5041@test.com,ARABIC
5042,student5042,student5042@test.com,GERMAN
5043,student5043,student5043@test.com,ARTHIST
5044,student5044,student5044@test.com,CHEM
5045,student5045,student5045@test.com,BIOCHEM
5046,student5046,student5046@test.com,RELIGION
5047,student5047,student5047@test.com,SPANISH
5048,student5048,student5048@test.com,ARTHIST
5049,student5049,student5049@test.com,BME
5050,student5050,student5050@test.com,MATH
5051,student5051,student5051@test.com,PSY
5052,student5052,student5052@test.com,ECE
5053,student5053,student5053@test.com,MGRECON
5054,student5054,student5054@test.com,PHIL
5055,student5055,student5055@test.com,ECON
5056,student5056,student5056@test.com,ECE
5057,student5057,student5057@test.com,MATH
5058,student5058,student5058@test.com,EGR
5059,student5059,student5059@test.com,PHIL
5060,student5060,student5060@test.com,ECON
5061,student5061,student5061@test.com,PHIL
5062,student5062,student5062@test.com,ECON
5063,student5063,student5063@test.com,NEUROSCI
5064,student5064,student5064@test.com,RELIGION
5065,student5065,student5065@test.com,PHIL
5066,student5066,student5066@test.com,GLHLTH
5067,student5067,student5067@test.com,ECON
5068,student5068,student5068@test.com,MUSIC
5069,student5069,student5069@test.com,HISTORY
5070,student5070,student5070@test.com,GLHLTH
5071,student5071,student5071@test.com,PHIL
5072,student5072,student5072@test.com,FRENCH
5073,student5073,student5073@test.com,ARTHIST
5074,student5074,student5074@test.com,NEUROSCI
5075,student5075,student5075@test.com,CHINESE
5076,student5076,student5076@test.com,STA
5077,student5077,student5077@test.com,PHYSICS
5078,student5078,student5078@test.com,FRENCH
5079,student5079,student5079@test.com,BIOCHEM
5080,student5080,student5080@test.com,ARABIC
5081,student5081,student5081@test.com,EVANTH
5082,student5082,student5082@test.com,MGRECON
5083,student5083,student5083@test.com,PUBPOL
5084,student5084,student5084@test.com,ECON
5085,student5085,student5085@test.com,NEUROSCI
5086,student5086,student5086@test.com,EDUC
5087,student5087,student5087@test.com,ECON
5088,student5088,student5088@test.com,EDUC
5089,student5089,student5089@test.com,BIOLOGY
5090,student5090,student5090@test.com,FRENCH
5091,student5091,student5091@test.com,GLHLTH
5092,student5092,student5092@test.com,ECE
5093,student5093,student5093@test.com,EDUC
5094,student5094,student5094@test.com,STA
5095,student5095,student5095@test.com,PHYSICS
5096,student5096,student5096@test.com,ARABIC
5097,student5097,student5097@test.com,EGR
5098,student5098,student5098@test.com,EGR
5099,student5099,student5099@test.com,ENGLISH
5100,student5100,student5100@test.com,CULANTH
5101,student5101,student5101@test.com,CHEM
5102,student5102,student5102@test.com,NEUROSCI
5103,student5103,student5103@test.com,NEUROSCI
5104,student5104,student5104@test.com,PPE
5105,student5105,student5105@test.com,CHEM
5106,student5106,student5106@test.com,GERMAN
5107,student5107,student5107@test.com,CULANTH
5108,student5108,student5108@test.com,STA
5109,student5109,student5109@test.com,GLHLTH
5110,student5110,student5110@test.com,CULANTH
5111,student5111,student5111@test.com,BME
5112,student5112,student5112@test.com,CHINESE
5113,student5113,student5113@test.com,ECON
5114,student5114,student5114@test.com,ECON
5115,student5115,student5115@test.com,EGR
5116,student5116,student5116@test.com,PUBPOL
5117,student5117,student5117@test.com,PSY
5118,student5118,student5118@test.com,RELIGION
5119,student5119,student5119@test.com,ECE
5120,student5120,student5120@test.com,HISTORY
5121,student5121,student5121@test.com,GLHLTH
5122,student5122,student5122@test.com,STA
5123,student5123,student5123@test.com,PHIL
5124,student5124,student5124@test.com,EDUC
5125,student5125,student5125@test.com,CULANTH
5126,student5126,student5126@test.com,STA
5127,student5127,student5127@test.com,STA
5128,student5128,student5128@test.com,PHIL
5129,student5129,student5129@test.com,GERMAN
5130,student5130,student5130@test.com,BIOLOGY
5131,student5131,student5131@test.com,PUBPOL
5132,student5132,student5132@test.com,ARTHIST
5133,student5133,student5133@test.com,NEUROSCI
5134,student5134,student5134@test.com,EDUC
5135,student5135,student5135@test.com,NEUROSCI
5136,student5136,student5136@test.com,GLHLTH
5137,student5137,student5137@test.com,MUSIC
5138,student5138,student5138@test.com,MGRECON
5139,student5139,student5139@test.com,NEUROSCI
5140,student5140,student5140@test.com,MUSIC
5141,student5141,student5141@test.com,ENGLISH
5142,student5142,student5142@test.com,MGRECON
5143,student5143,student5143@test.com,ARTHIST
5144,student5144,student5144@test.com,EGR
5145,student5145,student5145@test.com,BIOLOGY
5146,student5146,student5146@test.com,MATH
5147,student5147,student5147@test.com,ENGLISH
5148,student5148,student5148@test.com,CHEM
5149,student5149,student5149@test.com,ECON
5150,student5150,student5150@test.com,ENGLISH
5151,student5151,student5151@test.com,MUSIC
5152,student5152,student5152@test.com,PSY
5153,student5153,student5153@test.com,ARTHIST
5154,student5154,student5154@test.com,CHEM
5155,student5155,student5155@test.com,GERMAN
5156,student5156,student5156@test.com,ECE
5157,student5157,student5157@test.com,PPE
5158,student5158,student5158@test.com,STA
5159,student5159,student5159@test.com,MUSIC
5160,student5160,student5160@test.com,MATH
5161,student5161,student5161@test.com,GERMAN
5162,student5162,student5162@test.com,RELIGION
5163,student5163,student5163@test.com,MUSIC
5164,student5164,student5164@test.com,ECON
5165,student5165,student5165@test.com,EVANTH
5166,student5166,student5166@test.com,FRENCH
5167,student5167,student5167@test.com,EVANTH
5168,student5168,student5168@test.com,ECE
5169,student5169,student5169@test.com,ENGLISH
5170,student5170,student5170@test.com,PHYSICS
5171,student5171,student5171@test.com,FRENCH
5172,student5172,student5172@test.com,ECON
5173,student5173,student5173@test.com,HISTORY
5174,student5174,student5174@test.com,PSY
5175,student5175,student5175@test.com,FRENCH
5176,student5176,student5176@test.com,EDUC
5177,student5177,student5177@test.com,NEUROSCI
5178,student5178,student5178@test.com,GERMAN
5179,student5179,student5179@test.com,BIOLOGY
5180,student5180,student5180@test.com,CHINESE
5181,student5181,student5181@test.com,HISTORY
5182,student5182,student5182@test.com,CHEM
5183,student5183,student5183@test.com,CULANTH
5184,student5184,student5184@test.com,ARABIC
5185,student5185,student5185@test.com,CHEM
5186,student5186,student5186@test.com,MUSIC
5187,student5187,student5187@test.com,STA
5188,student5188,student5188@test.com,HISTORY
5189,student5189,student5189@test.com,RELIGION
5190,student5190,student5190@test.com,STA
5191,student5191,student5191@test.com,NEUROSCI
5192,student5192,student5192@test.com,BIOCHEM
5193,student5193,student5193@test.com,PSY
5194,student5194,student5194@test.com,FRENCH
5195,student5195,student5195@test.com,SPANISH
5196,student5196,student5196@test.com,FRENCH
5197,student5197,student5197@test.com,PUBPOL
5198,student5198,student5198@test.com,MUSIC
5199,student5199,student5199@test.com,ENGLISH
5200,student5200,student5200@test.com,GERMAN
5201,student5201,student5201@test.com,GERMAN
5202,student5202,student5202@test.com,MUSIC
5203,student5203,student5203@test.com,ENGLISH
5204,student5204,student5204@test.com,ECON
5205,student5205,student5205@test.com,BME
5206,student5206,student5206@test.com,BIOLOGY
5207,student5207,student5207@test.com,BIOLOGY
5208,student5208,student5208@test.com,PPE
5209,student5209,student5209@test.com,SPANISH
5210,student5210,student5210@test.com,PHIL
5211,student5211,student5211@test.com,CHEM
5212,student5212,student5212@test.com,EGR
5213,student5213,student5213@test.com,BIOLOGY
5214,student5214,student5214@test.com,PHYSICS
5215,student5215,student5215@test.com,STA
5216,student5216,student5216@test.com,MATH
5217,student5217,student5217@test.com,MATH
5218,student5218,student5218@test.com,MGRECON
5219,student5219,student5219@test.com,COMPSCI
5220,student5220,student5220@test.com,PUBPOL
5221,student5221,student5221@test.com,ARTHIST
5222,student5222,student5222@test.com,ARTHIST
5223,student5223,student5223@test.com,EVANTH
5224,student5224,student5224@test.com,BIOCHEM
5225,student5225,student5225@test.com,PSY
5226,student5226,student5226@test.com,SPANISH
5227,student5227,student5227@test.com,HISTORY
5228,student5228,student5228@test.com,RELIGION
5229,student5229,student5229@test.com,EDUC
5230,student5230,student5230@test.com,ARTHIST
5231,student5231,student5231@test.com,EDUC
5232,student5232,student5232@test.com,NEUROSCI
5233,student5233,student5233@test.com,ENGLISH
5234,student5234,student5234@test.com,PHYSICS
5235,student5235,student5235@test.com,ARTHIST
5236,student5236,student5236@test.com,ENGLISH
5237,student5237,student5237@test.com,ARABIC
5238,student5238,student5238@test.com,GLHLTH
5239,student5239,student5239@test.com,MUSIC
5240,student5240,student5240@test.com,ECE
5241,student5241,student5241@test.com,PHIL
5242,student5242,student5242@test.com,BME
5243,student5243,student5243@test.com,SPANISH
5244,student5244,student5244@test.com,ARABIC
5245,student5245,student5245@test.com,ECON
5246,student5246,student5246@test.com,RELIGION
5247,student5247,student5247@test.com,NEUROSCI
5248,student5248,student5248@test.com,MUSIC
5249,student5249,student5249@test.com,ARTHIST
5250,student5250,student5250@test.com,SPANISH
5251,student5251,student5251@test.com,RELIGION
5252,student5252,student5252@test.com,BME
5253,student5253,student5253@test.com,ARABIC
5254,student5254,student5254@test.com,PHIL
5255,student5255,student5255@test.com,ECE
5256,student5256,student5256@test.com,MGRECON
5257,student5257,student5257@test.com,ECON
5258,student5258,student5258@test.com,CULANTH
5259,student5259,student5259@test.com,EGR
5260,student5260,student5260@test.com,PHYSICS
5261,student5261,student5261@test.com,NEUROSCI
5262,student5262,student5262@test.com,SPANISH
5263,student5263,student5263@test.com,SPANISH
5264,student5264,student5264@test.com,HISTORY
5265,student5265,student5265@test.com,EGR
5266,student5266,student5266@test.com,BIOCHEM
5267,student5267,student5267@test.com,GLHLTH
5268,student5268,student5268@test.com,MATH
5269,student5269,student5269@test.com,COMPSCI
5270,student5270,student5270@test.com,ARTHIST
5271,student5271,student5271@test.com,EVANTH
5272,student5272,student5272@test.com,MATH
5273,student5273,student5273@test.com,SPANISH
5274,student5274,student5274@test.com,ARABIC
5275,student5275,student5275@test.com,EGR
5276,student5276,student5276@test.com,MGRECON
5277,student5277,student5277@test.com,STA
5278,student5278,student5278@test.com,STA
5279,student5279,student5279@test.com,NEUROSCI
5280,student5280,student5280@test.com,MATH
5281,student5281,student5281@test.com,BIOLOGY
5282,student5282,student5282@test.com,PHIL
5283,student5283,student5283@test.com,ECON
5284,student5284,student5284@test.com,PUBPOL
5285,student5285,student5285@test.com,EDUC
5286,student5286,student5286@test.com,BME
5287,student5287,student5287@test.com,PHIL
5288,student5288,student5288@test.com,ARTHIST
5289,student5289,student5289@test.com,GLHLTH
5290,student5290,student5290@test.com,BME
5291,student5291,student5291@test.com,NEUROSCI
5292,student5292,student5292@test.com,PSY
5293,student5293,student5293@test.com,ARTHIST
5294,student5294,student5294@test.com,PUBPOL
5295,student5295,student5295@test.com,MUSIC
5296,student5296,student5296@test.com,PSY
5297,student5297,student5297@test.com,PSY
5298,student5298,student5298@test.com,PHIL
5299,student5299,student5299@test.com,FRENCH
5300,student5300,student5300@test.com,CHINESE
5301,student5301,student5301@test.com,FRENCH
5302,student5302,student5302@test.com,PUBPOL
5303,student5303,student5303@test.com,STA
5304,student5304,student5304@test.com,SPANISH
5305,student5305,student5305@test.com,CULANTH
5306,student5306,student5306@test.com,COMPSCI
5307,student5307,student5307@test.com,ECE
5308,student5308,student5308@test.com,GERMAN
5309,student5309,student5309@test.com,MUSIC
5310,student5310,student5310@test.com,EVANTH
5311,student5311,student5311@test.com,PPE
5312,student5312,student5312@test.com,MATH
5313,student5313,student5313@test.com,ARABIC
5314,student5314,student5314@test.com,MGRECON
5315,student5315,student5315@test.com,EVANTH
5316,student5316,student5316@test.com,EVANTH
5317,student5317,student5317@test.com,COMPSCI
5318,student5318,student5318@test.com,COMPSCI
5319,student5319,student5319@test.com,PPE
5320,student5320,student5320@test.com,EGR
5321,student5321,student5321@test.com,CHEM
5322,student5322,student5322@test.com,NEUROSCI
5323,student5323,student5323@test.com,HISTORY
5324,student5324,student5324@test.com,MUSIC
5325,student5325,student5325@test.com,EGR
5326,student5326,student5326@test.com,PHIL
5327,student5327,student5327@test.com,ARABIC
5328,student5328,student5328@test.com,EVANTH
5329,student5329,student5329@test.com,MUSIC
5330,student5330,student5330@test.com,GLHLTH
5331,student5331,student5331@test.com,ENGLISH
5332,student5332,student5332@test.com,CHEM
5333,student5333,student5333@test.com,GLHLTH
5334,student5334,student5334@test.com,ARABIC
5335,student5335,student5335@test.com,GLHLTH
5336,student5336,student5336@test.com,CHEM
5337,student5337,student5337@test.com,GERMAN
5338,student5338,student5338@test.com,PHIL
5339,student5339,student5339@test.com,COMPSCI
5340,student5340,student5340@test.com,NEUROSCI
5341,student5341,student5341@test.com,ARABIC
5342,student5342,student5342@test.com,GLHLTH
5343,student5343,student5343@test.com,ARTHIST
5344,student5344,student5344@test.com,PSY
5345,student5345,student5345@test.com,STA
5346,student5346,student5346@test.com,EGR
5347,student5347,student5347@test.com,STA
5348,student5348,student5348@test.com,STA
5349,student5349,student5349@test.com,MATH
5350,student5350,student5350@test.com,MATH
5351,student5351,student5351@test.com,BME
5352,student5352,student5352@test.com,CHEM
5353,student5353,student5353@test.com,BIOCHEM
5354,student5354,student5354@test.com,PPE
5355,student5355,student5355@test.com,RELIGION
5356,student5356,student5356@test.com,GERMAN
5357,student5357,student5357@test.com,CHINESE
5358,student5358,student5358@test.com,MUSIC
5359,student5359,student5359@test.com,PHYSICS
5360,student5360,student5360@test.com,ARTHIST
5361,student5361,student5361@test.com,BME
5362,student5362,student5362@test.com,PPE
5363,student5363,student5363@test.com,EVANTH
5364,student5364,student5364@test.com,STA
5365,student5365,student5365@test.com,GERMAN
5366,student5366,student5366@test.com,EGR
5367,student5367,student5367@test.com,PUBPOL
5368,student5368,student5368@test.com,HISTORY
5369,student5369,student5369@test.com,HISTORY
5370,student5370,student5370@test.com,HISTORY
5371,student5371,student5371@test.com,BIOCHEM
5372,student5372,student5372@test.com,BME
5373,student5373,student5373@test.com,MATH
5374,student5374,student5374@test.com,BIOLOGY
5375,student5375,student5375@test.com,NEUROSCI
5376,student5376,student5376@test.com,EDUC
5377,student5377,student5377@test.com,HISTORY
5378,student5378,student5378@test.com,PPE
5379,student5379,student5379@test.com,MUSIC
5380,student5380,student5380@test.com,PPE
5381,student5381,student5381@test.com,MGRECON
5382,student5382,student5382@test.com,STA
5383,student5383,student5383@test.com,EGR
5384,student5384,student5384@test.com,PHIL
5385,student5385,student5385@test.com,EVANTH
5386,student5386,student5386@test.com,PPE
5387,student5387,student5387@test.com,GLHLTH
5388,student5388,student5388@test.com,EGR
5389,student5389,student5389@test.com,CHEM
5390,student5390,student5390@test.com,STA
5391,student5391,student5391@test.com,PHIL
5392,student5392,student5392@test.com,EGR
5393,student5393,student5393@test.com,HISTORY
5394,student5394,student5394@test.com,BIOCHEM
5395,student5395,student5395@test.com,BME
5396,student5396,student5396@test.com,GERMAN
5397,student5397,student5397@test.com,CHEM
5398,student5398,student5398@test.com,SPANISH
5399,student5399,student5399@test.com,FRENCH
5400,student5400,student5400@test.com,ENGLISH
5401,student5401,student5401@test.com,ENGLISH
5402,student5402,student5402@test.com,GLHLTH
5403,student5403,student5403@test.com,BME
5404,student5404,student5404@test.com,RELIGION
5405,student5405,student5405@test.com,BIOLOGY
5406,student5406,student5406@test.com,CHEM
5407,student5407,student5407@test.com,BIOLOGY
5408,student5408,student5408@test.com,EVANTH
5409,student5409,student5409@test.com,NEUROSCI
5410,student5410,student5410@test.com,MATH
5411,student5411,student5411@test.com,GERMAN
5412,student5412,student5412@test.com,PHIL
5413,student5413,student5413@test.com,ECE
5414,student5414,student5414@test.com,NEUROSCI
5415,student5415,student5415@test.com,ARABIC
5416,student5416,student5416@test.com,GERMAN
5417,student5417,student5417@test.com,NEUROSCI
5418,student5418,student5418@test.com,MGRECON
5419,student5419,student5419@test.com,PPE
5420,student5420,student5420@test.com,ECON
5421,student5421,student5421@test.com,ECE
5422,student5422,student5422@test.com,MGRECON
5423,student5423,student5423@test.com,GERMAN
5424,student5424,student5424@test.com,COMPSCI
5425,student5425,student5425@test.com,BME
5426,student5426,student5426@test.com,FRENCH
5427,student5427,student5427@test.com,ARABIC
5428,student5428,student5428@test.com,ENGLISH
5429,student5429,student5429@test.com,PHIL
5430,student5430,student5430@test.com,ECE
5431,student5431,student5431@test.com,MUSIC
5432,student5432,student5432@test.com,ENGLISH
5433,student5433,student5433@test.com,EDUC
5434,student5434,student5434@test.com,SPANISH
5435,student5435,student5435@test.com,CULANTH
5436,student5436,student5436@test.com,ARABIC
5437,student5437,student5437@test.com,SPANISH
5438,student5438,student5438@test.com,ENGLISH
5439,student5439,student5439@test.com,CHINESE
5440,student5440,student5440@test.com,COMPSCI
5441,student5441,student5441@test.com,CHINESE
5442,student5442,student5442@test.com,MATH
5443,student5443,student5443@test.com,HISTORY
5444,student5444,student5444@test.com,MUSIC
5445,student5445,student5445@test.com,ARABIC
5446,student5446,student5446@test.com,ECE
5447,student5447,student5447@test.com,PHIL
5448,student5448,student5448@test.com,GERMAN
5449,student5449,student5449@test.com,GLHLTH
5450,student5450,student5450@test.com,CHEM
5451,student5451,student5451@test.com,PHIL
5452,student5452,student5452@test.com,RELIGION
5453,student5453,student5453@test.com,MATH
5454,student5454,student5454@test.com,COMPSCI
5455,student5455,student5455@test.com,ECON
5456,student5456,student5456@test.com,ECON
5457,student5457,student5457@test.com,PSY
5458,student5458,student5458@test.com,PHIL
5459,student5459,student5459@test.com,EDUC
5460,student5460,student5460@test.com,ARTHIST
5461,student5461,student5461@test.com,EVANTH
5462,student5462,student5462@test.com,ENGLISH
5463,student5463,student5463@test.com,GERMAN
5464,student5464,student5464@test.com,SPANISH
5465,student5465,student5465@test.com,ECE
5466,student5466,student5466@test.com,PHIL
5467,student5467,student5467@test.com,GLHLTH
5468,student5468,student5468@test.com,CHINESE
5469,student5469,student5469@test.com,EGR
5470,student5470,student5470@test.com,ARTHIST
5471,student5471,student5471@test.com,ARABIC
5472,student5472,student5472@test.com,CULANTH
5473,student5473,student5473@test.com,SPANISH
5474,student5474,student5474@test.com,CHEM
5475,student5475,student5475@test.com,PHIL
5476,student5476,student5476@test.com,ENGLISH
5477,student5477,student5477@test.com,ECE
5478,student5478,student5478@test.com,PHYSICS
5479,student5479,student5479@test.com,PHIL
5480,student5480,student5480@test.com,EVANTH
5481,student5481,student5481@test.com,STA
5482,student5482,student5482@test.com,MATH
5483,student5483,student5483@test.com,PHIL
5484,student5484,student5484@test.com,CHEM
5485,student5485,student5485@test.com,RELIGION
5486,student5486,student5486@test.com,ARTHIST
5487,student5487,student5487@test.com,MUSIC
5488,student5488,student5488@test.com,EDUC
5489,student5489,student5489@test.com,STA
5490,student5490,student5490@test.com,BIOLOGY
5491,student5491,student5491@test.com,ECE
5492,student5492,student5492@test.com,CHEM
5493,student5493,student5493@test.com,PPE
5494,student5494,student5494@test.com,CHINESE
5495,student5495,student5495@test.com,MATH
5496,student5496,student5496@test.com,NEUROSCI
5497,student5497,student5497@test.com,PPE
5498,student5498,student5498@test.com,MATH
5499,student5499,student5499@test.com,ARABIC
5500,student5500,student5500@test.com,PPE
5501,student5501,student5501@test.com,PUBPOL
5502,student5502,student5502@test.com,COMPSCI
5503,student5503,student5503@test.com,COMPSCI
5504,student5504,student5504@test.com,CHINESE
5505,student5505,student5505@test.com,MUSIC
5506,student5506,student5506@test.com,GLHLTH
5507,student5507,student5507@test.com,HISTORY
5508,student5508,student5508@test.com,CULANTH
5509,student5509,student5509@test.com,MATH
5510,student5510,student5510@test.com,HISTORY
5511,student5511,student5511@test.com,EGR
5512,student5512,student5512@test.com,BIOLOGY
5513,student5513,student5513@test.com,GERMAN
5514,student5514,student5514@test.com,PHYSICS
5515,student5515,student5515@test.com,COMPSCI
5516,student5516,student5516@test.com,ARTHIST
5517,student5517,student5517@test.com,MGRECON
5518,student5518,student5518@test.com,PSY
5519,student5519,student5519@test.com,MUSIC
5520,student5520,student5520@test.com,PPE
5521,student5521,student5521@test.com,PSY
5522,student5522,student5522@test.com,ECE
5523,student5523,student5523@test.com,CHEM
5524,student5524,student5524@test.com,EDUC
5525,student5525,student5525@test.com,EVANTH
5526,student5526,student5526@test.com,ECON
5527,student5527,student5527@test.com,GLHLTH
5528,student5528,student5528@test.com,RELIGION
5529,student5529,student5529@test.com,FRENCH
5530,student5530,student5530@test.com,STA
5531,student5531,student5531@test.com,HISTORY
5532,student5532,student5532@test.com,ECON
5533,student5533,student5533@test.com,COMPSCI
5534,student5534,student5534@test.com,CULANTH
5535,student5535,student5535@test.com,FRENCH
5536,student5536,student5536@test.com,ECON
5537,student5537,student5537@test.com,MGRECON
5538,student5538,student5538@test.com,ECON
5539,student5539,student5539@test.com,GERMAN
5540,student5540,student5540@test.com,FRENCH
5541,student5541,student5541@test.com,CULANTH
5542,student5542,student5542@test.com,ARTHIST
5543,student5543,student5543@test.com,MATH
5544,student5544,student5544@test.com,COMPSCI
5545,student5545,student5545@test.com,MATH
5546,student5546,student5546@test.com,HISTORY
5547,student5547,student5547@test.com,ECON
5548,student5548,student5548@test.com,ECE
5549,student5549,student5549@test.com,BIOCHEM
5550,student5550,student5550@test.com,NEUROSCI
5551,student5551,student5551@test.com,GLHLTH
5552,student5552,student5552@test.com,PSY
5553,student5553,student5553@test.com,ENGLISH
5554,student5554,student5554@test.com,PPE
5555,student5555,student5555@test.com,COMPSCI
5556,student5556,student5556@test.com,ARABIC
5557,student5557,student5557@test.com,MGRECON
5558,student5558,student5558@test.com,EDUC
5559,student5559,student5559@test.com,BME
5560,student5560,student5560@test.com,FRENCH
5561,student5561,student5561@test.com,ENGLISH
5562,student5562,student5562@test.com,EDUC
5563,student5563,student5563@test.com,MGRECON
5564,student5564,student5564@test.com,STA
5565,student5565,student5565@test.com,BME
5566,student5566,student5566@test.com,RELIGION
5567,student5567,student5567@test.com,ECON
5568,student5568,student5568@test.com,MGRECON
5569,student5569,student5569@test.com,COMPSCI
5570,student5570,student5570@test.com,ARABIC
5571,student5571,student5571@test.com,GLHLTH
5572,student5572,student5572@test.com,BME
5573,student5573,student5573@test.com,CHEM
5574,student5574,student5574@test.com,HISTORY
5575,student5575,student5575@test.com,RELIGION
5576,student5576,student5576@test.com,CHEM
5577,student5577,student5577@test.com,CHINESE
5578,student5578,student5578@test.com,MGRECON
5579,student5579,student5579@test.com,MUSIC
